code,icao,name,latitude,longitude,elevation,time_zone,city,state,country
HPG,ZHSN,Shennongjia Hongping Airport,31.62624495,110.339766182268,8497,Asia/Shanghai,Hongping,Hubei,CN
HQQ,ZHQQ,Anyang Hongqiqu Airport,35.870833,114.461944,315,Asia/Shanghai,N/A,Hainan,CN
NNY,ZHNY,Nanyang Airport,32.9822422,112.615683186654,360,Asia/Shanghai,N/A,N/A,CN
LYA,ZHLY,Luoyang Beijiao Airport,34.74071765,112.386558335097,833,Asia/Shanghai,N/A,N/A,CN
WUH,ZHHH,Wuhan Tianhe International Airport,30.77382425,114.212368104451,78,Asia/Shanghai,N/A,N/A,CN
LHK,ZHGH,Guanghua,32.266666,111.63333,0,Asia/Shanghai,Gucheng Chengguanzhen,Hubei,CN
ENH,ZHES,Enshi Airport,30.3212365,109.484107289115,1617,Asia/Shanghai,Enshi,Hubei,CN
EHU,ZHEC,Ezhou Huahu Airport,30.346,115.0474,65,Asia/Shanghai,Ezhou,N/A,CN
CGO,ZHCC,Zhengzhou Xinzheng Airport,34.5270534,113.848014236333,475,Asia/Shanghai,N/A,N/A,CN
AYN,ZHAY,Anyang Airport,36.13225015,114.341029684411,236,Asia/Shanghai,Anyang,Henan Sheng,CN
ZHA,ZGZJ,Zhanjiang Airport,21.21472515,110.359307407792,125,Asia/Shanghai,Haitou,Guangdong,CN
LZH,ZGZH,Liuzhou Airport,24.20767915,109.398557886666,318,Asia/Shanghai,Labu,Guangxi Zhuangzu Zizhiqu,CN
YYA,ZGYY,Big Bay Yacht Club,50.4,-123.13333,230,America/Vancouver,Whistler,British Columbia,CA
DXJ,ZGXX,Xiangxi Biancheng Airport,28.4972,109.5218,2299,Asia/Shanghai,N/A,N/A,CN
XIN,ZGXN,Xingning,24,116,0,Asia/Shanghai,Shejiang,Guangdong,CN
WUZ,ZGWZ,Changzhoudao,23.4573358,111.248746900754,118,Asia/Shanghai,Longxu,Guangxi Zhuangzu Zizhiqu,CN
SZX,ZGSZ,Shenzhen Bao'an International Airport,22.6376434,113.806076862816,13,Asia/Shanghai,Fuyong,Guangdong,CN
WGN,ZGSY,Waitangi,-36.266945,174.1,131,Pacific/Auckland,Dargaville,Northland,NZ
ZUH,ZGSD,Zhuhai Jinwan Airport,22.0084784,113.372424955043,23,Asia/Shanghai,Sanzao,Guangdong,CN
SWA,ZGOW,Jieyang Chaoshan Airport,23.430237,116.75859,85,Asia/Shanghai,N/A,N/A,CN
NNG,ZGNN,Nanning Airport,22.6087962,108.177820627321,413,Asia/Shanghai,N/A,N/A,CN
MXZ,ZGMX,Mei Xian Airport,24.266811,116.10449,298,Asia/Shanghai,Sanjiao,Guangdong,CN
LLF,ZGLG,Lingling Airport,26.33901115,111.610231454682,340,Asia/Shanghai,Lengshuitan,Hunan,CN
KWL,ZGKL,Guilin Liangjiang International Airport,25.133333,110.316666,570,Asia/Shanghai,Guilin,Guangxi Zhuangzu Zizhiqu,CN
HUZ,ZGHZ,Huizhou Airport,23.083332,114.36667,574,Asia/Shanghai,Longfeng,Guangdong,CN
HNY,ZGHY,Hengyang Nanyue Airport,26.85,112.5,193,Asia/Shanghai,Hengyang,Hunan,CN
HCJ,ZGHC,Hechi Jinchengjiang Airport,24.8048431,107.710749851802,2125,Asia/Shanghai,Nandan Chengguanzhen,Guangxi Zhuangzu Zizhiqu,CN
CSX,ZGHA,Changsha Huanghua Airport,28.19066605,113.219914339246,45,Asia/Shanghai,N/A,N/A,CN
CAN,ZGGG,Guangzhou Baiyun International Airport,23.3931854,113.301507926747,39,Asia/Shanghai,N/A,N/A,CN
FUO,ZGFS,Fuoshan Airport,23.133333,113.28333,62,Asia/Shanghai,Guangzhou,Guangdong,CN
DYG,ZGDY,Zhangjiajie Hehua Airport,29.1038685,110.444720665636,679,Asia/Shanghai,N/A,N/A,CN
HCZ,ZGCZ,Chenzhou Beihu Airport,25.75482855,112.849660051663,1059,Asia/Shanghai,Chenzhou,Hunan,CN
HJJ,ZGCJ,Zhijiang Airport,27.44585455,109.707107971756,856,Asia/Shanghai,Zhijiang,Hunan,CN
CGD,ZGCD,Changde Airport,28.91920725,111.637976537538,114,Asia/Shanghai,Doumuhu,Hunan,CN
AEB,ZGBS,Youjiang,23.72020895,106.960971409612,452,Asia/Shanghai,Tianzhou,Guangxi Zhuangzu Zizhiqu,CN
BHY,ZGBH,Beihai Fucheng Airport,21.5391801,109.291739621469,59,Asia/Chongqing,Beihai,N/A,CN
NZL,ZBZL,Zhalantun Chengjisihan Airport,47.865833,122.7675,859,Asia/Shanghai,Qinggis Han,Inner Mongolia,CN
ZQZ,ZBZJ,Zhangjiakou Ningyuan Airport,40.73820405,114.938666715105,2347,Asia/Shanghai,Zhangjiakou,Hebei,CN
RLK,ZBYZ,Bayannur Tianjitai Airport,40.9283117,107.734473359461,3362,Asia/Shanghai,Xamba,Inner Mongolia,CN
TYN,ZBYN,Taiyuan Wusu International Airport,37.7488565,112.622325730517,2575,Asia/Shanghai,Xiaodian,Shanxi Sheng,CN
YCU,ZBYC,Yuncheng Airport,35.018,110.993,1242,Asia/Shanghai,Yuncheng,Shanxi Sheng,CN
WUT,ZBXZ,Xinzhou Wutaishan Airport,38.5990998,112.976228107906,2539,Asia/Shanghai,Jinchang,Shanxi Sheng,CN
TYC,ZBXX,Taiyuan Yaocheng Airport,37.5027,112.4229,2487,Asia/Shanghai,Mengfeng,Shanxi,CN
XNT,ZBXT,Xingtai,37.1,114.5,280,Asia/Shanghai,Xingtai,Hebei,CN
XIL,ZBXH,Xilinhot Airport,43.91391455,115.959684703593,3287,Asia/Shanghai,Xilin Hot,Inner Mongolia,CN
HLH,ZBUL,Ulanhot Airport,46.20097915,121.997979999145,984,Asia/Shanghai,Heping,Inner Mongolia,CN
WUA,ZBUH,Wuhai Airport,39.79309335,106.801624427248,3566,Asia/Shanghai,Wuhai,Inner Mongolia,CN
UCB,ZBUC,Ulanqab Jining Airport,41.1219377,113.1319445,0,Asia/Shanghai,Jining,Inner Mongolia,MN
TVS,ZBTS,Tangshan Sannuhe Airport,39.7198374,118.001761918509,50,Asia/Shanghai,Fengrun,Hebei,CN
TGO,ZBTL,Tongliao Airport,43.5535787,122.199561041663,2395,Asia/Shanghai,Tongliao,Inner Mongolia,CN
TSN,ZBTJ,Tianjin Binhai International Airport,39.12745995,117.354836175939,10,Asia/Shanghai,N/A,N/A,CN
SJW,ZBSJ,Shijiazhuang Daguocun Airport,38.2803561,114.689644979058,216,Asia/Shanghai,N/A,N/A,CN
BAV,ZBOW,Baotou Airport,40.56068065,109.999981388888,3300,Asia/Chongqing,Shulinzhao,Inner Mongolia,CN
NAY,ZBNY,Beijing Nanyuan Airport,39.78215945,116.387675017321,82,Asia/Shanghai,Nanyuan,Beijing,CN
NZH,ZBMZ,Manzhouli Airport,49.5674725,117.327112901072,2168,Asia/Shanghai,Zabaykal'sk,Transbaikal Territory,CN
LLV,ZBLL,Lüliang Airport,37.683333,111.142778,0,Asia/Shanghai,Lishi,Shanxi Sheng,CN
LFQ,ZBLF,Linfen Qiaoli Airport,36.1390292,111.639799113036,1483,Asia/Shanghai,Linfen,Shanxi Sheng,CN
HLD,ZBLA,Hulunbuir Hailar Airport,49.2079077,119.827519109548,2142,Asia/Shanghai,Fendou,Inner Mongolia,CN
HUO,ZBHZ,Holingol Huolinhe Airport,45.48620585,119.415051837675,3202,Asia/Shanghai,Mositai,Inner Mongolia,CN
HET,ZBHH,Hohhot Baita International Airport,40.8508981,111.817987260253,3487,Asia/Shanghai,Haoxinying,Inner Mongolia,CN
HDG,ZBHD,Handan Airport,36.52498965,114.427689050069,206,Asia/Shanghai,Handan,Hebei,CN
YIE,ZBES,Arxan Yiershi Airport,47.31,119.910835,2925,Asia/Shanghai,Wenquan,Inner Mongolia,CN
ERL,ZBER,Eren Hot Airport,43.42349855,112.094751768843,3280,Asia/Shanghai,Erenhot,Inner Mongolia,CN
EJN,ZBEN,Ejin Banner Taolai Airport,42.01684485,100.997253534904,3028,Asia/Chongqing,Dalain Hob,Inner Mongolia,CN
DAT,ZBDT,Datong Airport,40.06061715,113.481854657888,3415,Asia/Shanghai,Beijiazao,Shanxi Sheng,CN
DSN,ZBDS,Ordos Ejin Horo Airport,39.85,110.03333,4655,Asia/Shanghai,Tianjiao,Inner Mongolia,CN
BPE,ZBDH,Qinhuangdao Beidaihe Airport,24,96,570,Asia/Shanghai,N/A,N/A,CN
CIH,ZBCZ,Changzhi Airport,36.24789875,113.125285063811,3008,Asia/Shanghai,Daxinzhuang,Shanxi Sheng,CN
CIF,ZBCF,Chifeng Airport,42.237392,118.91089,1902,Asia/Shanghai,N/A,N/A,CN
CDE,ZBCD,Caledonia,8.333333,-77.55,351,America/Panama,Corozal,Embera,PA
RHT,ZBAR,Alxa Right Banner,39.2133,101.6442,4835,Asia/Chongqing,Ehen Hudag,Inner Mongolia,CN
AXF,ZBAL,Alxa Left Banner,38.7476971,105.586124023687,4580,Asia/Chongqing,Bayan Hot,Inner Mongolia,CN
PKX,ZBAD,Beijing Daxing International Airport,39.49734235,116.412314852949,68,Asia/Shanghai,Lixian,Beijing,CN
PEK,ZBAA,Beijing Capital International Airport,40.07915555,116.594260199277,55,Asia/Shanghai,N/A,N/A,CN
CZC,Z93,Copper Centre,61.966667,-145.3,994,America/Anchorage,N/A,N/A,US
KBC,Z91,Birch Creek,66.2752817,-145.818118261798,450,America/Anchorage,N/A,N/A,US
KBW,Z78,Chignik Bay,56.2955556,-158.4013889,0,America/Anchorage,N/A,N/A,US
CZP,Z71,Cape Pole,55.9661111,-133.7966667,0,America/Sitka,N/A,N/A,US
JBT,Z59,City Landing,60.8,-161.75,36,America/Anchorage,N/A,N/A,US
BCC,Z48,Bear Creek,63.571667,-156.144167,623,America/Anchorage,Red Lodge,Montana,US
KKI,Z13,Spb,60.906944,-161.42223,23,America/Anchorage,N/A,N/A,US
KYI,YYTA,Yalata Mission,-31.46916915,131.820770580605,0,Australia/Adelaide,N/A,N/A,AU
ORR,YYOR,Yorketown,-35.0028203,137.6192858036,206,Australia/Adelaide,N/A,N/A,AU
NGA,YYNG,Young,-34.25,148.25,1197,Australia/Sydney,Young,New South Wales,AU
YUE,YYND,Yuendumu,-22.2542,131.7819977,2205,Australia/Darwin,Alice Springs,Northern Territory,AU
XMY,YYMI,Yam Island,-10.483333,142.45,0,Australia/Brisbane,Thursday Island,Queensland,AU
KYF,YYLR,Yeelirrie,-27.2833004,120.0830002,0,Australia/Perth,N/A,N/A,AU
OKR,YYKI,Yorke Island,-9.75350265,143.406809221503,29,Australia/Brisbane,N/A,N/A,AU
YLG,YYAL,Yalgoo,-28.35411695,116.682317594829,0,Australia/Perth,Melville,Western Australia,AU
BWT,YWYY,Burnie Wynyard Airport,-40.9987056,145.735876614219,22,Australia/Hobart,Wynyard,Tasmania,AU
WYN,YWYM,Wyndham,-15.5113853,128.153144359181,13,Australia/Perth,Kununurra,Western Australia,AU
WWY,YWWL,West Wyalong,-33.933334,147.25,751,Australia/Sydney,West Wyalong,New South Wales,AU
WWI,YWWI,Woodie Woodie,-21.6627998,121.2340012,882,Australia/Perth,N/A,N/A,AU
WRW,YWWG,Warrawagine,-20.8437035,120.7029244,465,Australia/Perth,Port Hedland,Western Australia,AU
WEW,YWWA,Wee Waa,-30.233334,149.43333,590,Australia/Sydney,Narrabri,New South Wales,AU
WUD,YWUD,Wudinna,-33.016666,135.61945,272,Australia/Adelaide,Caralue,South Australia,AU
WIN,YWTN,Winton Airport,-22.35,143.06667,620,Australia/Brisbane,Hughenden,Queensland,AU
WLO,YWTL,Waterloo,-16.6299992,129.3200073,406,Australia/Darwin,N/A,N/A,AU
SXE,YWSL,Sale,-38.166668,147,65,Australia/Melbourne,Sale,Victoria,AU
WLL,YWOR,Wollogorang,-17.616667,137.91667,918,Australia/Darwin,Mount Isa,Queensland,AU
WDI,YWND,Wondai,-26.333332,151.81667,1335,Australia/Brisbane,Wondai,Queensland,AU
WPK,YWMP,Wrotham Park,-16.6583004,144.0019989,515,Australia/Brisbane,Mareeba,Queensland,AU
WUN,YWLU,Wiluna,-26.6287769,120.2205593,1640,Australia/Perth,N/A,N/A,AU
NTL,YWLM,Newcastle Airport,-32.79461255,151.840114162763,19,Australia/Sydney,Medowie,New South Wales,AU
WGE,YWLG,Walgett,-30.0321528,148.125423426782,439,Australia/Sydney,Lightning Ridge,New South Wales,AU
WKB,YWKB,Warracknabeal,-36.15,142.43333,334,Australia/Melbourne,Horsham,Victoria,AU
WIT,YWIT,Wittenoom,-22.266666,118.333336,2342,Australia/Perth,N/A,N/A,AU
WSY,YWHI,Whitsunday Airstrip,-20.502777,148.75278,0,Australia/Brisbane,Proserpine,Queensland,AU
WYA,YWHA,Whyalla Airport,-33.05706865,137.509748611526,36,Australia/Adelaide,Whyalla,South Australia,AU
WGT,YWGT,Wangaratta,-36.36667,146.33333,465,Australia/Melbourne,Wangaratta,Victoria,AU
MFL,YWDV,Mount Full Stop,-19.666668,144.9,1843,Australia/Brisbane,N/A,N/A,AU
WON,YWDL,Wondoola,-18.5750008,140.8919983,124,Australia/Brisbane,N/A,N/A,AU
WNR,YWDH,Windorah,-25.4069931,142.673347369685,396,Australia/Brisbane,N/A,N/A,AU
WRN,YWDG,Windarling Airport,-30.0316511,119.383681319191,1456,Australia/Perth,Merredin,Western Australia,AU
WND,YWDA,Windarra,-28.266666,121.833336,1387,Australia/Perth,N/A,N/A,AU
WAZ,YWCK,Warwick,-28.14902855,151.943228045812,1512,Australia/Brisbane,Warwick,Queensland,AU
WLC,YWCH,Walcha,-30.983334,151.6,3448,Australia/Sydney,Enmore,New South Wales,AU
WIO,YWCA,Wilcannia,-31.083332,143.55,226,Australia/Sydney,Broken Hill,New South Wales,AU
SYU,YWBS,Warraber Island,-10.2080721,142.824596609647,29,Australia/Brisbane,N/A,N/A,AU
WMB,YWBL,Warrnambool,-38.29311165,142.448860302315,213,Australia/Melbourne,Warrnambool,Victoria,AU
WAV,YWAV,Kalkgurung,-17.483334,130.95,702,Australia/Darwin,N/A,N/A,AU
WLA,YWAL,Wallal,-19.77686265,120.651838118024,29,Australia/Perth,N/A,N/A,AU
WAU,YWAC,Wauchope,-31.466667,152.75,16,Australia/Darwin,Port Macquarie,New South Wales,AU
VNR,YVRS,Vanrook,-16.866667,141.91667,85,Australia/Brisbane,N/A,N/A,AU
VCD,YVRD,Victoria River Downs,-16.4021244,131.0049744,285,Australia/Darwin,Katherine,Northern Territory,AU
USL,YUSL,Useless Loop,-25.966667,113.11667,0,Australia/Perth,Carnarvon,Western Australia,AU
CZY,YUNY,Cluny,-24.516666,139.53334,275,Australia/Brisbane,N/A,N/A,AU
UDA,YUDA,Undarra,-18.183332,144.6,0,Australia/Brisbane,Ravenshoe,Queensland,AU
TWB,YTWB,Toowoomba,-27.5435266,151.915899230189,2086,Australia/Brisbane,Wilsonton Heights,Queensland,AU
TTX,YTST,Mungalalu Truscott Airbase,-14.0890665,126.382045703269,181,Australia/Perth,N/A,N/A,AU
TRO,YTRE,Taree Airport,-31.8877679,152.513091887922,38,Australia/Sydney,Cundletown,New South Wales,AU
TCW,YTOC,Tocumwal,-35.810402,145.6026711804,372,Australia/Sydney,Finley,New South Wales,AU
TCA,YTNK,Tennant Creek,-19.6305093,134.182268928592,1236,Australia/Darwin,Tennant Creek,Northern Territory,AU
THG,YTNG,Thangool,-24.4946875,150.576861735898,644,Australia/Brisbane,N/A,N/A,AU
TXR,YTNB,Tanbar,-25.8477993,141.9279938,344,Australia/Brisbane,N/A,N/A,AU
TYP,YTMY,Tobermorey,-22.2560087,137.9529707,0,Australia/Darwin,N/A,N/A,AU
TUM,YTMU,Tumut,-35.2688977,148.241574090113,878,Australia/Sydney,Tumut,New South Wales,AU
TPR,YTMP,Tom Price,-22.75,117.666664,2300,Australia/Perth,N/A,N/A,AU
PHQ,YTMO,The Monument Airport,-21.80924245,139.92159686434,954,Australia/Brisbane,N/A,N/A,AU
TKY,YTKY,Turkey Creek,-17.066668,128.25,0,Australia/Perth,N/A,N/A,AU
TYB,YTIB,Tibooburra,-29.4496046,142.0578807,584,Australia/Sydney,N/A,N/A,AU
TYG,YTHY,Thylungra,-26.0832996,143.4669952,165,Australia/Brisbane,N/A,N/A,AU
TDN,YTHD,Theda Station,-14.7892361,126.4980529,700,Australia/Perth,N/A,N/A,AU
GTS,YTGT,Granites,-26.966667,133.61667,1085,Australia/Darwin,N/A,N/A,AU
XTG,YTGM,Thargomindah,-27.966667,143.76666,390,Australia/Brisbane,Bourke,New South Wales,AU
TAN,YTGA,Tangalooma,-27.083332,153.25,0,Australia/Brisbane,Woorim,Queensland,AU
TEM,YTEM,Temora,-34.42399035,147.514090134111,921,Australia/Sydney,Junee,New South Wales,AU
TEF,YTEF,Telfer Airport,-21.7139933,122.228156272524,970,Australia/Perth,N/A,N/A,AU
TQP,YTEE,Trepell Airport,-21.8402176,140.894352,891,Australia/Brisbane,N/A,N/A,AU
TDR,YTDR,Theodore,-24.9876164,150.093096545208,171,Australia/Brisbane,N/A,N/A,AU
TBK,YTBR,Timber Creek,-15.65,130.48334,16,Australia/Darwin,N/A,N/A,AU
TAQ,YTAR,Tarcoola,-30.7033005,134.5839996,0,Australia/Adelaide,Coober Pedy,South Australia,AU
XTO,YTAM,Taroom,-25.433332,149.8,675,Australia/Brisbane,Taroom,Queensland,AU
TBL,YTAB,Tableland,-17.3,126.833336,0,Australia/Perth,N/A,N/A,AU
XTR,YTAA,Tara,-27.283333,150.46666,1000,Australia/Brisbane,Chinchilla,Queensland,AU
SWC,YSWL,Stawell,-37.0730434,142.741325314744,675,Australia/Melbourne,Stawell,Victoria,AU
SWH,YSWH,Swan Hill,-35.38333,143.61667,200,Australia/Melbourne,Swan Hill,Victoria,AU
WGA,YSWG,Wagga Wagga Airport,-35.16567315,147.46300325635,669,Australia/Sydney,Forest Hill,New South Wales,AU
SSP,YSVP,Silver Plains,-13.983333,143.55,29,Australia/Brisbane,N/A,N/A,AU
TMW,YSTW,Tamworth Airport,-31.0794991,150.847187437452,1334,Australia/Sydney,Phillip,New South Wales,AU
STF,YSTI,Stephen Island,-9.5,143.56667,0,Australia/Brisbane,N/A,N/A,AU
HLS,YSTH,St Helens,-41.266666,148.25,239,Australia/Hobart,St Helens,Tasmania,AU
SYD,YSSY,Sydney (Kingsford Smith) Airport,-33.9498935,151.18196819346,16,Australia/Sydney,N/A,N/A,AU
SRN,YSRN,Strahan,-42.1556,145.2897,42,Australia/Hobart,N/A,N/A,AU
XRH,YSRI,Richmond AFB,-33.6,150.76889,67,Australia/Sydney,Richmond,New South Wales,AU
KSV,YSPV,Springvale,-23.55,140.68333,0,Australia/Brisbane,N/A,N/A,AU
SHQ,YSPT,Southport,-27.951944,153.42778,22,Australia/Brisbane,Main Beach,Queensland,AU
SCG,YSPK,Spring Creek,-38.016666,142.41667,367,Australia/Brisbane,N/A,N/A,AU
SNH,YSPE,Stanthorpe,-28.6201255,151.981212155128,2890,Australia/Brisbane,Stanthorpe,Queensland,AU
SLJ,YSOL,Stellar Air Park,33.29893305,-111.915895965706,1112,Australia/Perth,Chandler,Arizona,AU
NOA,YSNW,Nowra,-34.950558,150.5375,351,Australia/Sydney,Falls Creek,New South Wales,AU
NLK,YSNF,Norfolk Island Airport,-29.04165755,167.939460743082,314,Pacific/Norfolk,Kingston,N/A,NF
SNB,YSNB,Snake Bay,-11.41888685,130.649656971077,154,Australia/Darwin,Leanyer,Northern Territory,AU
STH,YSMR,Strathmore,-17.86264565,142.558712882656,403,Australia/Brisbane,N/A,N/A,AU
SHU,YSMP,Smith Point,-11.13463955,132.161914158981,9,Australia/Darwin,N/A,N/A,AU
SIO,YSMI,Smithton,-40.834324,145.0850648,29,Australia/Hobart,Smithton,Tasmania,AU
SBR,YSII,Saibai Island,-9.37905895,142.625809393187,22,Australia/Brisbane,N/A,N/A,AU
SHT,YSHT,Shepparton,-36.38333,145.43333,334,Australia/Melbourne,Shepparton,Victoria,AU
WOL,YSHL,Wollongong,-34.566666,150.78334,19,Australia/Sydney,Albion Park Rail,New South Wales,AU
MJK,YSHK,Shark Bay,-25.8975961,113.575947022879,200,Australia/Perth,N/A,N/A,AU
SGP,YSHG,Shay Gap,-20.816668,120.23333,741,Australia/Perth,N/A,N/A,AU
ZGL,YSGW,South Galway,-25.6770073,142.0951185,116,Australia/Brisbane,Innamincka,South Australia,AU
SIX,YSGT,Singleton,-32.6002242,151.192911758898,104,Australia/Sydney,Singleton,New South Wales,AU
SGO,YSGE,St George,-28.0520057,148.598680915763,643,Australia/Brisbane,Roma,Queensland,AU
DBO,YSDU,Dubbo City Regional Airport,-32.2150208,148.578124772846,866,Australia/Sydney,Dubbo,New South Wales,AU
SQC,YSCR,Southern Cross,-31.25,119.35,1148,Australia/Perth,N/A,N/A,AU
NSO,YSCO,Scone,-32.0375693,150.832028641764,721,Australia/Sydney,Muswellbrook,New South Wales,AU
CDU,YSCN,Camden,-15.45,124.416664,0,Australia/Sydney,N/A,N/A,AU
WCD,YSCD,Carosue Dam Airport,-30.1737,122.3221,1279,Australia/Perth,Stoneville,Western Australia,AU
CBR,YSCB,Canberra Airport,-35.30287875,149.191800563258,1807,Australia/Canberra,Forrest,Australian Capital Territory,AU
BWU,YSBK,Sydney Bankstown,-33.92424555,150.990074449681,36,Australia/Sydney,Bankstown,New South Wales,AU
NDS,YSAN,Sandstone,-27.9799995,119.2969971,1696,Australia/Perth,N/A,N/A,AU
RHL,YRYH,Roy Hill,-22.75,120,1358,Australia/Perth,N/A,N/A,AU
RTP,YRTP,Rutland Plains,-15.6,141.83333,59,Australia/Brisbane,N/A,N/A,AU
RTS,YRTI,Rottnest Island,-32.00573915,115.544348077484,22,Australia/Perth,Mosman Park,Western Australia,AU
RSB,YRSB,Roseberth,-25.8215655,139.623569,147,Australia/Brisbane,N/A,N/A,AU
RPB,YRRB,Roper Bar,-14.733333,134.73334,65,Australia/Darwin,N/A,N/A,AU
RMA,YROM,Roma Airport,-26.5423989,148.7770438,961,Australia/Brisbane,N/A,N/A,AU
RBC,YROI,Robinvale,-34.64239995,142.776421775,203,Australia/Melbourne,Ouyen,Victoria,AU
RBU,YROE,Roebourne,-20.7616997,117.1569977,22,Australia/Perth,Roebourne,Western Australia,AU
ROH,YROB,Robinhood,-18.25,144,1302,Australia/Brisbane,N/A,N/A,AU
RAM,YRNG,Ramingining,-12,134.81667,0,Australia/Darwin,Nhulunbuy,Northern Territory,AU
RCM,YRMD,Richmond,-20.70389,143.11667,600,Australia/Brisbane,N/A,N/A,AU
RMK,YREN,Renmark,-34.19903115,140.663298848063,68,Australia/Adelaide,Renmark West,South Australia,AU
RRV,YRBR,Robinson River,-16.7153847,136.942789410215,196,Australia/Darwin,Alyangula,Northern Territory,AU
UEE,YQNS,Queenstown,-42.083332,145.55,867,Australia/Hobart,Queenstown,Tasmania,AU
ULP,YQLP,Quilpie,-26.633333,144.3,655,Australia/Brisbane,N/A,N/A,AU
UIR,YQDI,Quirindi,-31.4965337,150.5221114,1054,Australia/Sydney,Quirindi,New South Wales,AU
XCH,YPXM,Christmas Island Airport,-10.5,105.666664,916,Indian/Christmas,Flying Fish Cove,N/A,CX
UMR,YPWR,Woomera,-31.1439553,136.8157731,548,Australia/Adelaide,Roxby Downs,South Australia,AU
KTR,YPTN,Tindal,-14.4575,132.2714,443,Australia/Darwin,N/A,N/A,AU
PEA,YPSH,Penneshaw,-35.758188,137.95867,462,Australia/Adelaide,N/A,N/A,AU
PER,YPPH,Perth Airport,-31.933603,115.960236,49,Australia/Perth,Redcliffe,Western Australia,AU
PHE,YPPD,Port Hedland International Airport,-20.3737968,118.624072401796,52,Australia/Perth,N/A,N/A,AU
PTJ,YPOD,Portland,-38.384167,141.625,88,Australia/Melbourne,Portland,Victoria,AU
PEY,YPNG,Penong,-31.9167004,133,39,Australia/Adelaide,Ceduna,South Australia,AU
PQQ,YPMQ,Port Macquarie Airport,-31.4357662,152.87350282041,26,Australia/Sydney,N/A,N/A,AU
EDR,YPMP,Edward River,-14.9,141.61667,52,Australia/Brisbane,N/A,N/A,AU
PXH,YPMH,Prominent Hill,-29.7101355,135.527729419537,692,Australia/Adelaide,N/A,N/A,AU
LEA,YPLM,Learmonth Airport,-22.239883,114.09427,19,Australia/Perth,N/A,N/A,AU
PLO,YPLC,Port Lincoln Airport,-34.60618625,135.877538181629,9,Australia/Adelaide,Port Lincoln,South Australia,AU
KNX,YPKU,Kununurra Airport,-15.77628825,128.705227453402,145,Australia/Perth,N/A,N/A,AU
PKT,YPKT,Port Keats,-14.2510989,129.53016901829,104,Australia/Darwin,N/A,N/A,AU
PKE,YPKS,Parkes Airport,-33.1314011,148.2389984,1003,Australia/Sydney,Parkes,New South Wales,AU
KGI,YPKG,Kalgoorlie Airport,-30.78775205,121.455663530873,1203,Australia/Perth,Boulder,Western Australia,AU
KTA,YPKA,Karratha Airport,-20.71125455,116.772881848056,29,Australia/Perth,Nickol,Western Australia,AU
JAD,YPJT,Jandakot,-32.0976113,115.874748212522,65,Australia/Perth,Willetton,Western Australia,AU
PPI,YPIR,Port Pirie,-33.2399898,137.999091680122,42,Australia/Adelaide,Port Pirie,South Australia,AU
GOV,YPGV,Nhulunbuy Airport,-12.269595,136.82265,127,Australia/Darwin,N/A,N/A,AU
PRD,YPDO,Pardoo,-20.1,119.11667,26,Australia/Perth,N/A,N/A,AU
DRW,YPDN,Darwin International Airport,-12.41190185,130.883620116744,62,Australia/Darwin,Ludmilla,Northern Territory,AU
PDE,YPDI,Pandie Pandie,-26,138.66667,104,Australia/Adelaide,N/A,N/A,AU
PDN,YPDA,Parndana,-35.916668,138.08333,0,Australia/Adelaide,N/A,N/A,AU
CCK,YPCC,Cocos Islands Airport,-12.166667,96.916664,0,Indian/Cocos,West Island,N/A,CC
PBO,YPBO,Paraburdoo Airport,-23.17202315,117.745849254397,1361,Australia/Perth,N/A,N/A,AU
PMK,YPAM,Palm Island Airport,-18.333332,146.66667,0,Australia/Brisbane,Ingham,Queensland,AU
PUG,YPAG,Port Augusta,-32.5,137.76666,22,Australia/Adelaide,Port Augusta,South Australia,AU
ADL,YPAD,Adelaide Airport,-34.94724045,138.533068837324,26,Australia/Adelaide,Plympton,South Australia,AU
OYN,YOUY,Ouyen,-35.0892885,142.3486862,154,Australia/Melbourne,N/A,N/A,AU
OSO,YOSB,Osborne Mine,-22.0792179,140.5568295,898,Australia/Brisbane,N/A,N/A,AU
ODR,YORV,Ord River,-17.5,128.8,633,Australia/Perth,N/A,N/A,AU
OAG,YORG,Orange Airport,-33.3816,149.12447,3106,Australia/Sydney,Millthorpe,New South Wales,AU
OKB,YORC,Fraser Island,-25.25,153.16667,577,Australia/Brisbane,Urangan,Queensland,AU
RBS,YORB,Orbost,-37.7,148.5,164,Australia/Melbourne,Lakes Entrance,Victoria,AU
MOO,YOOM,Moomba,-27.5,149.83333,1046,Australia/Adelaide,N/A,N/A,AU
ODD,YOOD,Oodnadatta,-27.550278,135.45,403,Australia/Adelaide,N/A,N/A,AU
ONS,YOLW,Onslow Airport,-21.6672144,115.111236,32,Australia/Perth,Dampier,Western Australia,AU
OLP,YOLD,Olympic Dam Airport,-30.48471425,136.87764439594,285,Australia/Adelaide,N/A,N/A,AU
XCO,YOLA,Colac,-38.35,143.58333,449,Australia/Melbourne,Colac,Victoria,AU
OPI,YOEN,Oenpelli,-12.333333,133.06667,101,Australia/Darwin,McMinns Lagoon,Northern Territory,AU
NYN,YNYN,Nyngan,-31.54994925,147.200955314182,531,Australia/Sydney,Nyngan,New South Wales,AU
ZNE,YNWN,Newman Airport,-23.4178009,119.8030015,1724,Australia/Perth,Newman,Western Australia,AU
