code,icao,name,latitude,longitude,elevation,time_zone,city,state,country
LME,LFRM,Arnage,48,1.25,194,Europe/Paris,Cloyes-sur-le-Loir,Centre,FR
CFR,LFRK,Carpiquet Airport,49.183437,-0.459276,193,Europe/Paris,Carpiquet,Lower Normandy,FR
LDV,LFRJ,Landivisiau,48.5,-4.1,348,Europe/Paris,Landivisiau,Brittany,FR
EDM,LFRI,Les Ajoncs,46.7018458,-1.37972231004706,262,Europe/Paris,Dompierre-sur-Yon,Pays de la Loire,FR
LRT,LFRH,Lann Bihoue Airport,47.75374,-3.436394,190,Europe/Paris,Ploemeur,Brittany,FR
DOL,LFRG,Saint Gatien Airport,49.362778,0.164167,462,Europe/Paris,Saint-Gatien-des-Bois,Lower Normandy,FR
GFR,LFRF,Granville,48.88333,-1.566667,49,Europe/Paris,Donville-les-Bains,Lower Normandy,FR
LBY,LFRE,Montoir,47.28889,-2.345833,105,Europe/Paris,La Baule-Escoublac,Pays de la Loire,FR
DNR,LFRD,Pleurtuit Airport,48.587776,-2.083611,193,Europe/Paris,Pleurtuit,Brittany,FR
CER,LFRC,Maupertus,49.6489524,-1.4676144476335,419,Europe/Paris,Fermanville,Lower Normandy,FR
BES,LFRB,Brest Bretagne Airport,48.4428384,-4.4197626,344,Europe/Paris,Guipavas,Brittany,FR
HZB,LFQT,Merville/Calonne,50.61904975,2.64407120811693,39,Europe/Paris,Merville,Nord-Pas-de-Calais,FR
LIL,LFQQ,Lille Airport,50.5681339,3.10525161185883,157,Europe/Paris,Lesquin,Nord-Pas-de-Calais,FR
NVS,LFQG,Nevers,47.0024166,3.11393179074266,538,Europe/Paris,Nevers,Bourgogne,FR
VIY,LFPV,Villa Coublay,48.774166,2.191667,564,Europe/Paris,Velizy-Villacoublay,Ile-de-France,FR
POX,LFPT,Paris Cergy Pontoise,49.05,2.1,160,Europe/Paris,Pontoise,Ile-de-France,FR
ORY,LFPO,Paris Orly Airport,48.74847705,2.35572229362018,301,Europe/Paris,Paray-Vieille-Poste,Ile-de-France,FR
TNF,LFPN,Toussus-le-noble,48.75184575,2.10726883219921,538,Europe/Paris,Villiers-le-Bacle,Ile-de-France,FR
CDG,LFPG,Charles de Gaulle Airport,49.0068908,2.57108196910192,337,Europe/Paris,N/A,N/A,FR
CSF,LFPC,Creil,49.2514148,2.51450652643941,262,Europe/Paris,Creil,Picardie,FR
LBG,LFPB,Le Bourget,48.9622283,2.44941061583711,218,Europe/Paris,Gonesse,Ile-de-France,FR
ORE,LFOZ,Orleans,47.916668,1.9,364,Europe/Paris,Orleans,Centre,FR
LVA,LFOV,Entrammes,48.0321305,-0.743244459204597,305,Europe/Paris,Laval,Pays de la Loire,FR
CET,LFOU,Le Pontreau,47.0818923,-0.876879652963741,449,Europe/Paris,Cholet,Pays de la Loire,FR
TUF,LFOT,Val de Loire Airport,47.428333,0.7275,357,Europe/Paris,Parcay-Meslay,Centre,FR
URO,LFOP,Boos,49.38861,1.1875,512,Europe/Paris,Boos,Haute-Normandie,FR
LSO,LFOO,Talmont,46.5,-1.783333,32,Europe/Paris,Les Sables-d'Olonne,Pays de la Loire,FR
XCR,LFOK,Chalons Vatry Airport,48.767776,4.201111,538,Europe/Paris,Mailly-le-Camp,Champagne-Ardenne,FR
LEH,LFOH,Octeville,49.534665,0.0904336239438063,313,Europe/Paris,Sainte-Adresse,Haute-Normandie,FR
EVX,LFOE,Evreux,49.016666,1.15,393,Europe/Paris,Evreux,Haute-Normandie,FR
BVA,LFOB,Beauvais-Tille Airport,49.459488,2.110815,344,Europe/Paris,Tille,Picardie,FR
SCP,LFNC,St Crepin,45.416668,0.616667,738,Europe/Paris,Brantome,Aquitaine,FR
MEN,LFNB,Brenoux,44.50240255,3.5310549950404,3280,Europe/Paris,Mende,Languedoc-Roussillon,FR
GAT,LFNA,Tallard,44.55,6.083333,2969,Europe/Paris,Gap,Provence-Alpes-Cote d'Azur,FR
AVN,LFMV,Avignon-Caumont Airport,43.9,4.9,144,Europe/Paris,Noves,Provence-Alpes-Cote d'Azur,FR
BZR,LFMU,Beziers Vias Airport,43.324165,3.354444,32,Europe/Paris,Portiragnes,Languedoc-Roussillon,FR
MPL,LFMT,Montpellier Mediterranee Airport,43.578799,3.95934539999625,22,Europe/Paris,Perols,Languedoc-Roussillon,FR
BAE,LFMR,Barcelonnette,44.3871772,6.60808554587895,3697,Europe/Paris,Barcelonnette,Provence-Alpes-Cote d'Azur,FR
CTT,LFMQ,Le Castellet,43.2522806,5.78272666874595,1351,Europe/Paris,Le Castellet,Provence-Alpes-Cote d'Azur,FR
PGF,LFMP,Llabanere Airport,42.741016,2.868183,124,Europe/Paris,Peyrestortes,Languedoc-Roussillon,FR
NCE,LFMN,Cote D'Azur Airport,43.65980345,7.21370662914144,13,Europe/Paris,Saint-Laurent-du-Var,Provence-Alpes-Cote d'Azur,FR
MRS,LFML,Marseille Provence Airport,43.44178,5.222137,55,Europe/Paris,Saint-Victoret,Provence-Alpes-Cote d'Azur,FR
CCF,LFMK,Carcassonne Airport,43.216667,2.316667,370,Europe/Paris,Pennautier,Languedoc-Roussillon,FR
EBU,LFMH,Boutheon Airport,45.54139,4.296944,1256,Europe/Paris,Veauche,Rhone-Alpes,FR
CEQ,LFMD,Mandelieu,43.5479587,6.95981340136274,19,Europe/Paris,Mandelieu-la-Napoule,Provence-Alpes-Cote d'Azur,FR
LYN,LFLY,Bron,45.72819335,4.94270411332786,666,Europe/Paris,Bron,Rhone-Alpes,FR
CHR,LFLX,Chateauroux,46.816666,1.7,482,Europe/Paris,Chateauroux,Centre,FR
AUR,LFLW,Aurillac Airport,44.8975,2.418056,2073,Europe/Paris,Aurillac,Auvergne,FR
VHY,LFLV,Charmeil,46.1702041,3.40314540157412,777,Europe/Paris,Creuzier-le-Vieux,Auvergne,FR
VAF,LFLU,Chabeuil,44.92211625,4.97007037425158,465,Europe/Paris,Malissard,Rhone-Alpes,FR
GNB,LFLS,Grenoble-Isere Airport,45.359833,5.332019,1250,Europe/Paris,Saint-Etienne-de-Saint-Geoirs,Rhone-Alpes,FR
NCY,LFLP,Annecy-Meythe,45.930557,6.100833,1502,Europe/Paris,Metz-Tessy,Rhone-Alpes,FR
RNE,LFLO,Renaison,46.0549977,4.00220106406096,1059,Europe/Paris,Saint-Leger-sur-Roanne,Rhone-Alpes,FR
SYT,LFLN,Charolais Bourgogne S.,46.4,4.033333,748,Europe/Paris,Saint-Yan,Bourgogne,FR
LYS,LFLL,Lyon Saint-Exupery International Airport,45.7245365,5.08650075555424,790,Europe/Paris,Pusignan,Rhone-Alpes,FR
CVF,LFLJ,Courchevel,45.397101,6.63376236525449,6568,Europe/Paris,Courchevel,Rhone-Alpes,FR
BOU,LFLD,Bourges,47.15,2.416667,508,Europe/Paris,Fussy,Centre,FR
CFE,LFLC,Clermont-Ferrand Auvergne Airport,45.7850077,3.16047521524963,1059,Europe/Paris,Aulnat,Auvergne,FR
CMF,LFLB,Chambery,45.6352153,5.88180339311689,708,Europe/Paris,Voglans,Rhone-Alpes,FR
AUF,LFLA,Auxerre Branches,47.8498956,3.49838815717866,469,Europe/Paris,Appoigny,Bourgogne,FR
MFX,LFKX,Meribel,45.4079499,6.57733888687692,5534,Europe/Paris,Meribel,Rhone-Alpes,FR
SOZ,LFKS,Solenzara,41.92388965,9.40112616421681,32,Europe/Paris,Sari-Solenzara,Corsica,FR
PRP,LFKO,Propriano,41.660028,8.89373649895094,19,Europe/Paris,Propriano,Corsica,FR
AJA,LFKJ,Ajaccio Napoleon Bonaparte Airport,41.91987,8.794013,42,Europe/Paris,Ajaccio,Corsica,FR
FSC,LFKF,Sud Corse Airport,41.498634,9.098223,59,Europe/Paris,Bonifacio,Corsica,FR
CLY,LFKC,Sainte Catherine Airport,42.52778,8.791667,104,Europe/Paris,Calvi,Corsica,FR
BIA,LFKB,Bastia Poretta Airport,42.55466885,9.48194662340527,42,Europe/Paris,Borgo,Corsica,FR
ANE,LFJR,Angers-Marce Airport,47.466667,-0.55,144,Europe/Paris,N/A,N/A,FR
ETZ,LFJL,Metz-Nancy-Lorraine Airport,48.98165,6.243003,810,Europe/Paris,Verny,Lorraine,FR
AHZ,LFHU,Alpe D Huez,45.0870881,6.0827929279545,6023,Europe/Paris,Huez,Rhone-Alpes,FR
LPY,LFHP,Loudes Airport,45.083332,3.766667,2660,Europe/Paris,Saint-Paulien,Auvergne,FR
OBS,LFHO,Vals-Lanas,44.666668,4.7,751,Europe/Paris,Chomerac,Rhone-Alpes,FR
MVV,LFHM,Megeve,45.82270325,6.6498360091614,4727,Europe/Paris,Megeve,Rhone-Alpes,FR
DLE,LFGJ,Dole-Jura Airport,47.0417424,5.4276467654311,600,Europe/Paris,Choisey,Franche-Comte,FR
CMR,LFGA,Colmar-houssen,48.10875115,7.35945156291073,603,Europe/Paris,Colmar,Alsace,FR
IDY,LFEY,Ile d'Yeu,46.7170388,-2.39082268817283,45,Europe/Paris,Notre-Dame-de-Monts,Pays de la Loire,FR
BIC,LFEA,Aérodrome de Belle Île,47.3255706,-3.19965222805788,177,Europe/Paris,Bangor,N/A,FR
RCO,LFDN,Saint Agnant,45.89021895,-0.983747198971179,36,Europe/Paris,Saint-Agnant,Poitou-Charentes,FR
RYN,LFCY,Medis,45.6317623,-0.976158661680053,32,Europe/Paris,Royan,Poitou-Charentes,FR
RDZ,LFCR,Marcillac Airport,44.410595,2.483866,1873,Europe/Paris,Salles-la-Source,Midi-Pyrenees,FR
DCM,LFCK,Mazamet Airport,43.5563998,2.28900327441003,741,Europe/Paris,Lagarrigue,Midi-Pyrenees,FR
LBI,LFCI,Le Sequestre,43.91423365,2.11877677454825,564,Europe/Paris,Albi,Midi-Pyrenees,FR
ZAO,LFCC,Laberandie,44.45,1.45,912,Europe/Paris,Cahors,Midi-Pyrenees,FR
BIQ,LFBZ,Biarritz - Anglet - Bayonne Airport,43.472416,-1.531242,209,Europe/Paris,Anglet,Aquitaine,FR
PGX,LFBX,Perigueux Airport,45.183334,0.716667,347,Europe/Paris,Perigueux,Aquitaine,FR
ANG,LFBU,Brie-Champniers,45.733334,0.216667,396,Europe/Paris,Champniers,Poitou-Charentes,FR
LDE,LFBT,Tarbes Ossun Lourdes Airport,43.18651,0.003368,1260,Europe/Paris,Juillan,Midi-Pyrenees,FR
PUF,LFBP,The Pau-Pyrenees International Airport,43.382347,-0.413573,577,Europe/Paris,Uzein,Aquitaine,FR
TLS,LFBO,Toulouse-Blagnac Airport,43.64332175,1.35808118023227,499,Europe/Paris,Blagnac,Midi-Pyrenees,FR
NIT,LFBN,Niort,46.316666,-0.45,127,Europe/Paris,Niort,Poitou-Charentes,FR
LIG,LFBL,Bellegarde Airport,45.86218,1.176245,1300,Europe/Paris,Couzeix,Limousin,FR
MCU,LFBK,Gueret (Lepaud),46.35,2.6,652,Europe/Paris,Montlucon,Auvergne,FR
PIS,LFBI,Poitiers-Biard Airport,46.58611,0.306389,324,Europe/Paris,Biard,Poitou-Charentes,FR
LRH,LFBH,Laleu Airport,46.180557,-1.185833,68,Europe/Paris,Nieul-sur-Mer,Poitou-Charentes,FR
CNG,LFBG,Parvaud,45.683334,-0.333333,121,Europe/Paris,Chateaubernard,Poitou-Charentes,FR
EGC,LFBE,Roumanieres Airport,44.85,0.483333,91,Europe/Paris,Bergerac,Aquitaine,FR
BOD,LFBD,Bordeaux Airport,44.83102,-0.70217,226,Europe/Paris,Le Haillan,Aquitaine,FR
AGF,LFBA,La Garenne Airport,44.17361,0.598611,167,Europe/Paris,Le Passage,Aquitaine,FR
LTQ,LFAT,Le Touquet,50.5188587,1.61925052614408,16,Europe/Paris,Etaples,Nord-Pas-de-Calais,FR
BYF,LFAQ,Albert-Bray Airport,49.9715004,2.697659969,314,Europe/Paris,Bray-sur-Somme,Picardie,FR
CQF,LFAC,Calais,50.9607603,1.9533631394435,36,Europe/Paris,Marck,Nord-Pas-de-Calais,FR
DPE,LFAB,Dieppe,49.961388,1.241111,390,Europe/Paris,Saint-Martin-en-Campagne,Haute-Normandie,FR
SVQ,LEZL,Seville Airport,37.423477,-5.900136,144,Europe/Madrid,N/A,N/A,ES
ZAZ,LEZG,Zaragoza Airport,41.6676807,-1.04374232796664,863,Europe/Madrid,Utebo,Aragon,ES
SDR,LEXJ,Santander Airport,43.42716075,-3.82284489853118,19,Europe/Madrid,El Astillero,Cantabria,ES
VGO,LEVX,Vigo Airport,42.23292245,-8.62616607912948,833,Europe/Madrid,Redondela,Galicia,ES
VIT,LEVT,Vitoria Airport,42.833332,-2.5,1902,Europe/Madrid,Salvatierra,Basque Country,ES
VLL,LEVD,Valladolid Airport,41.70683435,-4.85437427522,2772,Europe/Madrid,Villanubla,Castille and Leon,ES
VLC,LEVC,Valencia Airport,39.4878647,-0.481209186098332,180,Europe/Madrid,N/A,N/A,ES
TOJ,LETO,Torrejon AFB,40.455555,-3.546667,2026,Europe/Madrid,San Fernando de Henares,Madrid,ES
TEV,LETL,Teruel Airport,40.411944,-1.2175,3380,Europe/Madrid,Cella,Aragon,ES
LEU,LESU,Seo de Urgel,42.416668,1.466667,2625,Europe/Madrid,Sant Julia de Loria,Sant Julia de Loria,ES
SCQ,LEST,Santiago De Compostela Airport,42.89764215,-8.41891330714926,1135,Europe/Madrid,Oroso,Galicia,ES
EAS,LESO,San Sebastian Airport,43.35662365,-1.7919036957014,0,Europe/Madrid,Fuenterrabia,Basque Country,ES
SLM,LESA,Matacan Airport,40.966667,-5.65,2614,Europe/Madrid,Salamanca,Castille and Leon,ES
ROZ,LERT,US Naval Station,43.119446,-7.502778,1427,Europe/Madrid,Mos,Galicia,ES
REU,LERS,Reus Airport,41.1464121,1.15743542255973,219,Europe/Madrid,Vila-seca,Catalonia,ES
CQM,LERL,Ciudad Real Central,38.983334,-3.916667,2093,Europe/Madrid,N/A,N/A,ES
RJL,LERJ,Agoncillo Airport,42.46078845,-2.32379358402756,1145,Europe/Madrid,Agoncillo,La Rioja,ES
PNA,LEPP,Pamplona Airport,42.7684468,-1.64053664913809,1459,Europe/Madrid,Beriain,Navarre,ES
PMI,LEPA,Palma de Mallorca Airport,39.55322455,2.72903099151117,19,Europe/Madrid,s'Arenal,Balearic Islands,ES
OZP,LEMO,Moron,37.24917,-5.759444,177,Europe/Madrid,Utrera,Andalusia,ES
RMU,LEMI,Corvera International,37.803,-1.125,620,Europe/Madrid,Fuente-Alamo de Murcia,Murcia,ES
MAH,LEMH,Menorca Airport,39.86298645,4.2206072318059,291,Europe/Madrid,Sant Lluis,Balearic Islands,ES
AGP,LEMG,Malaga Airport,36.67876135,-4.49998012616126,52,Europe/Madrid,N/A,N/A,ES
MAD,LEMD,Adolfo Suarez Madrid-Barajas Airport,40.4948384,-3.57408062068113,1955,Europe/Madrid,Barajas de Madrid,Madrid,ES
LEN,LELN,Leon Airport,42.59057,-5.64629,3006,Europe/Madrid,San Andres del Rabanedo,Castille and Leon,ES
MJV,LELC,Murcia-San Javier Airport,37.77661405,-0.817794776107736,32,Europe/Madrid,San Javier,Murcia,ES
XRY,LEJR,Jerez Airport,36.74377795,-6.06404951426142,93,Europe/Madrid,N/A,N/A,ES
IBZ,LEIB,Ibiza Airport,38.87294785,1.37037241423532,16,Europe/Madrid,Ibiza,Balearic Islands,ES
HSK,LEHC,Huesca-Pirineos,42.07723575,-0.319545939731987,1719,Europe/Madrid,Alcala del Obispo,Aragon,ES
GRX,LEGR,Granada Airport,37.18679875,-3.77730122897343,1840,Europe/Madrid,Chauchina,Andalusia,ES
GRO,LEGE,Girona-Costa Brava Airport,41.90449465,2.76242604416263,383,Europe/Madrid,Vilobi d'Onyar,Catalonia,ES
ILD,LEDA,Lleida-Alguaire Airport,41.72779095,0.539126297113766,1122,Europe/Madrid,Alguaire,Catalonia,ES
LCG,LECO,A Coruna Airport,43.3002595,-8.37960854218972,326,Europe/Madrid,Culleredo,Galicia,ES
CDT,LECH,Castellon,40.2125456,0.070324046608378,1102,Europe/Madrid,Benlloch,Valencia,ES
BJZ,LEBZ,Badajoz Airport,38.891666,-6.82,577,Europe/Madrid,Talavera La Real,Extremadura,ES
BCN,LEBL,Barcelona-El Prat Airport,41.29694395,2.07904736298132,22,Europe/Madrid,El Prat de Llobregat,Catalonia,ES
RGS,LEBG,Burgos,42.3576395,-3.62158521408842,2942,Europe/Madrid,Cardenajimeno,Castille and Leon,ES
BIO,LEBB,Bilbao Airport,43.3017207,-2.91912965939894,98,Europe/Madrid,Sondika,Basque Country,ES
ODB,LEBA,Cordoba,37.84333905,-4.84662521007113,295,Europe/Madrid,Villarrubia,Andalusia,ES
OVD,LEAS,Asturias Airport,43.561619,-6.03090980490928,433,Europe/Madrid,Castrillon,Asturias,ES
LEI,LEAM,Almeria Airport,36.84399365,-2.37199959315728,70,Europe/Madrid,Retamar,Andalusia,ES
ALC,LEAL,Alicante-Elche Airport,38.2888263,-0.5542897,72,Europe/Madrid,N/A,N/A,ES
ABC,LEAB,Los Llanos,38.948334,-1.863333,2276,Europe/Madrid,N/A,N/A,ES
ZAD,LDZD,Zadar Airport,44.10017495,15.3574881279067,289,Europe/Zagreb,Galovac,Zadarska,HR
ZAG,LDZA,Zagreb International Airport,45.74027185,16.0723161609809,353,Europe/Zagreb,Micevec,Zagrebacka,HR
SPU,LDSP,Split Airport,43.5397753,16.3002241638655,55,Europe/Zagreb,Trogir,Splitsko-Dalmatinska,HR
BWK,LDSB,Brac,43.283333,16.683332,1732,Europe/Zagreb,Bol,Splitsko-Dalmatinska,HR
RJK,LDRI,Rijeka Airport,45.21678585,14.5709681459779,236,Europe/Zagreb,Omisalj,Primorsko-Goranska,HR
PUY,LDPL,Pula Airport,44.89567215,13.9189719479699,154,Europe/Zagreb,Galizana,Istarska,HR
OSI,LDOS,Osijek Airport,45.55,18.683332,288,Europe/Zagreb,Osijek,Osjecko-Baranjska,HR
LSZ,LDLO,Losinj Airport,44.566944,14.385833,101,Europe/Zagreb,Mali Losinj,Primorsko-Goranska,HR
DBV,LDDU,Dubrovnik Airport,42.56149335,18.2643362625724,469,Europe/Zagreb,Jasenice,Dubrovacko-Neretvanska,HR
AKT,LCRA,Raf Akrotiri,34.5903698,32.9877483,29,Asia/Nicosia,Kolossi,Larnaka,CY
PFO,LCPH,Paphos International Airport,34.71791325,32.4890948350335,22,Asia/Nicosia,Paphos,Pafos,CY
NIC,LCNC,Nicosia International,35.1596193,33.2753522,725,Asia/Nicosia,Kato Deftera,Lefkosia,CY
LCA,LCLK,Larnaca International Airport,34.87033995,33.6185115564495,8,Asia/Nicosia,Meneou,Larnaka,CY
GEC,LCGK,Gecitkale,35.23600295,33.7224800485477,121,Asia/Nicosia,Lefkonoiko,Ammochostos,CY
ECN,LCEN,Ercan Airport,35.1522933,33.5053323501966,370,Asia/Nicosia,Geri,Lefkosia,CY
VAR,LBWN,Varna Airport,43.23393595,27.8233022494481,206,Europe/Sofia,Aksakovo,Varna,BG
TGV,LBTG,Targovishte,42.416668,24.5,666,Europe/Sofia,Suedinenie,Plovdiv,BG
SZR,LBSZ,Stara Zagora,42.433334,25.616667,558,Europe/Sofia,Stara Zagora,Stara Zagora,BG
SLS,LBSS,Silistra,44.05639,27.180555,396,Europe/Sofia,Silistra,Silistra,BG
SOF,LBSF,Sofia Airport,42.69557455,23.4142180885817,1722,Europe/Sofia,Sofia,Sofia-Capital,BG
ROU,LBRS,Rousse,43.69361995,26.0561248660734,613,Europe/Sofia,Ivanovo,Ruse,BG
PDV,LBPD,Plovdiv Airport,42.3,24.716667,629,Europe/Sofia,Kaloyanovo,Plovdiv,BG
JAM,LBIA,Jambol,42.516666,26.483334,531,Europe/Sofia,Yambol,Yambol,BG
GOZ,LBGO,Gorna Oriahovitsa,43.11667,25.666668,793,Europe/Sofia,Gorna Oryakhovitsa,Veliko Turnovo,BG
BOJ,LBBG,Bourgas Airport,42.416668,27.283333,22,Europe/Sofia,Sredets,Burgas,BG
TIA,LATI,Tirana International Airport,41.419132,19.71328,126,Europe/Tirane,Preze,Tirane,AL
KFZ,LAKU,Kukës International Airport,42.0342197,20.4161565260286,1135,Europe/Tirane,Kukës,N/A,AL
TRH,L72,Trona,35.8163315,-117.327066325725,1716,America/Los_Angeles,Searles Valley,California,US
RBF,L35,Big Bear City Airport,34.263582,-116.856033246029,6729,America/Los_Angeles,Big Bear City,California,US
BXS,L08,Borrego Springs,33.343334,-116.32778,3100,America/Los_Angeles,Borrego Springs,California,US
ZZV,KZZV,Zanesville,39.933334,-82.01667,900,America/New_York,Zanesville,Ohio,US
ZPH,KZPH,Zephyrhills,28.2265942,-82.1583757420011,90,America/New_York,Zephyrhills,Florida,US
YNG,KYNG,Youngstown,41.26073745,-80.6749708451102,1192,America/New_York,Howland Center,Ohio,US
YKN,KYKN,Chan Gurney,42.916943,-97.38639,1306,America/Chicago,Yankton,South Dakota,US
YKM,KYKM,Yakima Air Terminal,46.56681015,-120.53679819122,1099,America/Los_Angeles,Yakima,Washington,US
YIP,KYIP,Willow Run Airport,42.23492795,-83.52605021747,716,America/Detroit,Belleville,Michigan,US
XWA,KXWA,Williston Basin International Airport,48.2605484,-103.746770728768,2344,America/Toronto,Williston,North Dakota,CA
XNA,KXNA,Northwest Arkansas Regional,36.275257,-94.29711,1253,America/Chicago,Cave Springs,Arkansas,US
KXA,KXA,Kasaan SPB,55.537777,-132.39583,0,America/Sitka,N/A,N/A,US
WYS,KWYS,Yellowstone Airport,44.6889409,-111.116883943111,6646,America/Denver,West Yellowstone,Montana,US
WWR,KWWR,West Woodward,36.43608455,-99.5261298258189,2181,America/Chicago,Woodward,Oklahoma,US
WWD,KWWD,Cape May County,39.0080873,-74.9080999,29,America/New_York,Erma,New Jersey,US
WVL,KWVL,Robert Lafleur,44.53318825,-69.6766329075236,291,America/New_York,Oakland,Maine,US
WVI,KWVI,Watsonville,36.9336564,-121.791682014126,167,America/Los_Angeles,Watsonville,California,US
WST,KWST,Westerly State,41.3488154,-71.8032133015223,95,America/New_York,Westerly,Rhode Island,US
WSD,KWSD,Condron AAF,32.38333,-106.48333,4291,America/Denver,White Sands,New Mexico,US
WRL,KWRL,Worland Municipalcipal,43.9675,-107.95306,4084,America/Denver,Worland,Wyoming,US
WRI,KWRI,Mc Guire AFB,40.155308,-74.65017,78,America/New_York,Groveville,New Jersey,US
WRB,KWRB,Robins AFB,32.695557,-83.64778,337,America/New_York,Centerville,Georgia,US
KWP,KWP,Village SPB,57.766945,-153.55,0,America/Anchorage,N/A,N/A,US
WMC,KWMC,Winnemucca,40.966667,-117.73333,4320,America/Los_Angeles,Winnemucca,Nevada,US
WLW,KWLW,Glenn County,39.88333,-122.35,505,America/Los_Angeles,Rancho Tehama Reserve,California,US
WLD,KWLD,Arkansas City,37.166943,-97.05028,1158,America/Chicago,Winfield,Kansas,US
WJF,KWJF,William J Fox,34.7,-118.13333,2339,America/Los_Angeles,Lancaster,California,US
WHP,KWHP,Whiteman,34.05,-118.25,387,America/Los_Angeles,Los Angeles,California,US
KWF,KWF,Waterfall SPB,55.297222,-133.24167,0,America/Anchorage,N/A,N/A,US
WEA,KWEA,Parker County,32.766666,-97.8,1003,America/Chicago,Weatherford,Texas,US
WDR,KWDR,Winder,33.9817836,-83.6652606271695,898,America/New_York,Winder,Georgia,US
WDG,KWDG,Enid Woodring Mun.,36.37508555,-97.787433820457,1151,America/Chicago,Enid,Oklahoma,US
WBW,KWBW,Wilkes-Barre/Wyoming Valley,41.233334,-75.88333,662,America/New_York,Wilkes-Barre,Pennsylvania,US
WAY,KWAY,Greene County,39.75,-77.583336,725,America/New_York,Waynesboro,Pennsylvania,US
WAL,KWAL,Wallops Flight Center,37.933334,-75.38333,0,America/New_York,Chincoteague,Virginia,US
VYS,KVYS,Illinois Valley Regnl,41.333332,-89.13333,587,America/Chicago,Peru,Illinois,US
VTN,KVTN,Miller Field,42.86667,-100.55,2572,America/Chicago,Valentine,Nebraska,US
VSF,KVSF,State,42.11667,-72.583336,193,America/New_York,Springfield,Massachusetts,US
VRB,KVRB,Vero Beach Municipal Airport,27.65721495,-80.4183298024739,52,America/New_York,Vero Beach,Florida,US
VQQ,KVQQ,Cecil Field,30.21878,-81.87717,68,America/New_York,Jacksonville,Florida,US
VPZ,KVPZ,Porter County,41.45664055,-87.0077173187846,715,America/Chicago,Valparaiso,Indiana,US
VPS,KVPS,Destin Fort Walton Beach Airport,30.4954202,-86.549503,98,America/Chicago,Eglin Village,Florida,US
VOK,KVOK,Volk Field,43.9385501,-90.255398,892,America/Chicago,New Lisbon,Wisconsin,US
VNY,KVNY,Van Nuys Airport,34.20713175,-118.490148373697,725,America/Los_Angeles,Northridge,California,US
VNC,KVNC,Venice Municipalcipal,27.066668,-82.433334,45,America/New_York,South Venice,Florida,US
VLD,KVLD,Valdosta Regional Airport,30.77831025,-83.2780341085929,167,America/New_York,Valdosta,Georgia,US
VLA,KVLA,Vandalia,38.966667,-89.1,521,America/Chicago,Vandalia,Illinois,US
VKS,KVKS,Vicksburg,32.35,-90.85,331,America/Chicago,Vicksburg,Mississippi,US
VJI,KVJI,Virginia Highlands,36.6869088,-82.0380344266051,2076,America/New_York,Abingdon,Virginia,US
VIS,KVIS,Visalia,36.3161377,-119.390428424512,249,America/Los_Angeles,Goshen,California,US
VIH,KVIH,Rolla National,38.1278213,-91.7696061,1115,America/Chicago,Belle,Missouri,US
VHN,KVHN,Culberson County,31.05,-104.833336,4074,America/Chicago,Van Horn,Texas,US
VGT,KVGT,North Air Terminal,36.09667,-115.16889,2125,America/Los_Angeles,Paradise,Nevada,US
VEL,KVEL,Vernal Regional Airport,40.43889,-109.51028,5062,America/Denver,Naples,Utah,US
VDI,KVDI,Vidalia Municipal Airport,32.216667,-82.416664,285,America/New_York,Vidalia,Georgia,US
VCV,KVCV,Southern California Logistics,34.533333,-117.3,2831,America/Los_Angeles,Victorville,California,US
VCT,KVCT,County-Foster,28.85111,-96.914444,85,America/Chicago,Victoria,Texas,US
VBG,KVBG,Vandenberg AFB,34.63333,-120.46667,52,America/Los_Angeles,Lompoc,California,US
LLY,KVAY,Burlington County,39.916668,-74.75,53,America/New_York,Leisuretowne,New Jersey,US
VAD,KVAD,Moody AFB,30.833332,-83.28333,190,America/New_York,N/A,N/A,US
RKH,KUZA,Rock Hill,34.916668,-81.01667,613,America/New_York,Rock Hill,South Carolina,US
UVA,KUVA,Garner Field,29.2124834,-99.7420049774583,915,America/Chicago,Uvalde,Texas,US
NPT,KUUU,State,41.530834,-71.2825,118,America/New_York,Newport East,Rhode Island,US
HTV,KUTS,Huntsville,30.716667,-95.55,459,America/Chicago,Huntsville,Texas,US
UTM,KUTA,Tunica Municipalcipal Airport,34.667694,-90.36767,194,America/Chicago,Tunica,Mississippi,US
UOX,KUOX,University-Oxford,34.3826893,-89.5320588208101,452,America/Chicago,University,Mississippi,US
UOS,KUOS,Franklin County,35.2047567,-85.8995529,1953,America/Chicago,Sewanee,Tennessee,US
SCE,KUNV,University Park Airport,40.85032355,-77.8486639242569,1217,America/New_York,Houserville,Pennsylvania,US
UNU,KUNU,Dodge County,58.3,-134.41667,934,America/Chicago,Juneau,Alaska,US
ATO,KUNI,Ohio University,39.333332,-82.1,721,America/New_York,Athens,Ohio,US
ULM,KULM,New Ulm,44.31641545,-94.5004694068764,1011,America/Chicago,New Ulm,Minnesota,US
UKT,KUKT,Upper Bucks,40.433334,-75.35,526,America/New_York,Quakertown,Pennsylvania,US
UKI,KUKI,Ukiah,39.1268845,-123.197388714592,614,America/Los_Angeles,Ukiah,California,US
IKB,KUKF,Wilkes County,36.15,-81.15,1010,America/New_York,North Wilkesboro,North Carolina,US
UIN,KUIN,Quincy Municipal Airport,39.944168,-91.19722,768,America/Chicago,Payson,Illinois,US
